,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Area
17797,Maize,1998,13171,788.0,0.3,14.81,Kenya
17801,Maize,1999,9410,788.0,0.3,15.34,Kenya
17805,Maize,2000,6773,788.0,0.3,14.37,Kenya
17809,Maize,2001,8913,788.0,0.3,14.62,Kenya
17813,Maize,2002,8088,788.0,0.3,14.69,Kenya
17817,Maize,2004,6347,788.0,0.3,14.91,Kenya
17821,Maize,2005,7011,788.0,0.53,14.89,Kenya
17825,Maize,2006,5974,788.0,5.25,14.18,Kenya
17829,Maize,2007,4877,788.0,35.27,14.81,Kenya
17833,Maize,2008,4349,788.0,37.44,14.74,Kenya
17837,Maize,2009,4159,788.0,77.7,14.62,Kenya
17841,Maize,2010,9071,788.0,80.07,15.23,Kenya
17845,Maize,2011,6344,788.0,175.27,14.32,Kenya
17849,Maize,2012,6712,788.0,271.84,14.62,Kenya
17853,Maize,2013,8227,788.0,62.32,14.03,Kenya
17857,Maize,1990,10000,56.0,87.0,19.6,Kenya
17858,Maize,1990,10000,56.0,87.0,20.53,Kenya
17863,Maize,1991,12417,56.0,87.0,18.96,Kenya
17864,Maize,1991,12417,56.0,87.0,19.47,Kenya
17869,Maize,1992,12627,56.0,87.0,19.03,Kenya
17870,Maize,1992,12627,56.0,87.0,19.67,Kenya
17875,Maize,1993,12878,56.0,87.0,19.51,Kenya
17876,Maize,1993,12878,56.0,87.0,20.12,Kenya
17881,Maize,1994,12387,56.0,87.0,19.86,Kenya
17882,Maize,1994,12387,56.0,87.0,20.55,Kenya
17887,Maize,1995,13239,56.0,87.0,19.47,Kenya
17888,Maize,1995,13239,56.0,87.0,20.03,Kenya
17893,Maize,1996,10526,56.0,87.0,19.24,Kenya
17894,Maize,1996,10526,56.0,87.0,20.21,Kenya
17899,Maize,1997,17500,56.0,255.0,19.3,Kenya
17900,Maize,1997,17500,56.0,255.0,20.32,Kenya
17905,Maize,1998,18000,56.0,1262.38,19.75,Kenya
17906,Maize,1998,18000,56.0,1262.38,20.24,Kenya
17911,Maize,1999,20000,56.0,2269.75,20.27,Kenya
17912,Maize,1999,20000,56.0,2269.75,21.08,Kenya
17917,Maize,2000,28900,56.0,3277.13,19.59,Kenya
17918,Maize,2000,28900,56.0,3277.13,20.37,Kenya
17923,Maize,2001,20000,56.0,4284.5,20.09,Kenya
17924,Maize,2001,20000,56.0,4284.5,21.1,Kenya
17929,Maize,2002,15000,56.0,5291.88,19.96,Kenya
17930,Maize,2002,15000,56.0,5291.88,20.73,Kenya
17935,Maize,2004,24000,56.0,7306.63,19.76,Kenya
17936,Maize,2004,24000,56.0,7306.63,20.46,Kenya
17941,Maize,2005,24000,56.0,8314.0,19.48,Kenya
17942,Maize,2005,24000,56.0,8314.0,20.28,Kenya
17947,Maize,2006,22246,56.0,4847.0,19.48,Kenya
17948,Maize,2006,22246,56.0,4847.0,20.64,Kenya
17953,Maize,2007,22246,56.0,3170.0,19.87,Kenya
17954,Maize,2007,22246,56.0,3170.0,20.68,Kenya
17959,Maize,2008,22129,56.0,3824.0,20.17,Kenya
17960,Maize,2008,22129,56.0,3824.0,20.61,Kenya
17965,Maize,2009,24790,56.0,6046.0,19.93,Kenya
17966,Maize,2009,24790,56.0,6046.0,20.54,Kenya
17971,Maize,2010,19333,56.0,3548.0,20.51,Kenya
17972,Maize,2010,19333,56.0,3548.0,21.17,Kenya
17977,Maize,2011,21419,56.0,3548.0,19.44,Kenya
17978,Maize,2011,21419,56.0,3548.0,20.29,Kenya
17983,Maize,2012,21613,56.0,3548.0,20.01,Kenya
17984,Maize,2012,21613,56.0,3548.0,20.81,Kenya
17989,Maize,2013,20000,56.0,3548.0,19.93,Kenya
17990,Maize,2013,20000,56.0,3548.0,20.78,Kenya
17995,Maize,1992,13710,656.0,1380.0,7.04,Kenya
17998,Maize,1993,13833,656.0,936.0,5.79,Kenya
18001,Maize,1994,13956,656.0,713.0,6.3,Kenya
18004,Maize,1995,14079,656.0,737.0,6.68,Kenya
18007,Maize,1996,14201,656.0,979.0,5.09,Kenya
18010,Maize,1997,14708,656.0,928.0,6.29,Kenya
18013,Maize,1998,16062,656.0,812.0,6.27,Kenya
18016,Maize,1999,17416,656.0,695.0,7.31,Kenya
18019,Maize,2000,18464,656.0,688.06,7.69,Kenya
18022,Maize,2001,22277,656.0,726.09,6.75,Kenya
18025,Maize,2002,28621,656.0,792.6,7.26,Kenya
18028,Maize,2004,21429,656.0,1023.6,6.43,Kenya
18031,Maize,2005,30625,656.0,1048.5,6.5,Kenya
18034,Maize,2006,23500,656.0,1197.0,6.98,Kenya
18037,Maize,2007,48148,656.0,2722.82,7.44,Kenya
18040,Maize,2008,42105,656.0,2722.55,7.84,Kenya
18043,Maize,2009,43273,656.0,2748.8,6.7,Kenya
18046,Maize,2010,66901,656.0,1803.77,6.14,Kenya
18049,Maize,2011,74896,656.0,2062.34,7.32,Kenya
18052,Maize,2012,61085,656.0,2559.9,6.31,Kenya
18055,Maize,2013,73953,656.0,2515.69,7.42,Kenya
18059,Maize,1990,9848,1513.0,128.41,19.62,Kenya
18067,Maize,1991,9667,1513.0,131.0,19.79,Kenya
18075,Maize,1992,8125,1513.0,101.06,19.76,Kenya
18083,Maize,1993,8972,1513.0,109.41,19.95,Kenya
18091,Maize,1994,9451,1513.0,76.15,19.96,Kenya
18099,Maize,1995,9628,1513.0,73.08,19.96,Kenya
18107,Maize,1996,9299,1513.0,152.01,19.71,Kenya
18115,Maize,1997,9368,1513.0,139.89,19.97,Kenya
18123,Maize,1998,8306,1513.0,88.26,20.11,Kenya
18131,Maize,1999,9162,1513.0,49.52,19.82,Kenya
18139,Maize,2000,8838,1513.0,130.46,19.65,Kenya
18147,Maize,2001,9290,1513.0,87.59,20.12,Kenya
18155,Maize,2002,8845,1513.0,240.84,20.14,Kenya
18163,Maize,2004,17779,1513.0,68.01,19.87,Kenya
18171,Maize,2005,15464,1513.0,114.51,20.05,Kenya
18179,Maize,2006,15891,1513.0,109.39,20.09,Kenya
18187,Maize,2007,16191,1513.0,93.88,20.02,Kenya
18195,Maize,2008,16569,1513.0,112.11,19.79,Kenya
18203,Maize,2009,16225,1513.0,143.9,20.13,Kenya
18211,Maize,2010,15577,1513.0,241.89,20.31,Kenya
18219,Maize,2011,15490,1513.0,310.36,20.33,Kenya
18227,Maize,2012,16290,1513.0,377.71,19.78,Kenya
18235,Maize,2013,16288,1513.0,507.94,19.34,Kenya
18243,Maize,1990,9993,1181.0,173.19,20.86,Kenya
18250,Maize,1991,11419,1181.0,173.19,20.4,Kenya
18257,Maize,1992,4802,1181.0,173.19,20.89,Kenya
18264,Maize,1993,15327,1181.0,173.19,20.43,Kenya
18271,Maize,1994,9209,1181.0,173.19,20.59,Kenya
18278,Maize,1995,13517,1181.0,173.19,20.86,Kenya
18285,Maize,1996,14433,1181.0,173.19,20.47,Kenya
18292,Maize,1997,10959,1181.0,173.19,20.62,Kenya
18299,Maize,1998,13711,1181.0,131.59,20.92,Kenya
18306,Maize,1999,18109,1181.0,123.64,20.26,Kenya
18313,Maize,2000,17428,1181.0,220.22,20.22,Kenya
18320,Maize,2001,11845,1181.0,177.24,20.59,Kenya
18327,Maize,2002,10460,1181.0,134.25,20.76,Kenya
18334,Maize,2004,10460,1181.0,48.28,20.44,Kenya
18342,Maize,2005,8093,1181.0,295.51,21.37,Kenya
18350,Maize,2006,14814,1181.0,202.35,20.63,Kenya
18358,Maize,2007,26547,1181.0,524.46,20.67,Kenya
18366,Maize,2008,16498,1181.0,624.52,20.42,Kenya
18374,Maize,2009,22265,1181.0,736.25,20.68,Kenya
18382,Maize,2010,20158,1181.0,584.12,21.34,Kenya
18390,Maize,2011,22079,1181.0,553.57,20.92,Kenya
18398,Maize,2012,21932,1181.0,775.83,20.42,Kenya
18406,Maize,2013,21708,1181.0,1500.27,19.68,Kenya
18414,Maize,1990,17500,2875.0,39406.48,27.21,Kenya
18419,Maize,1991,17500,2875.0,39406.48,27.04,Kenya
18423,Maize,1992,17143,2875.0,39406.48,27.05,Kenya
18427,Maize,1993,19000,2875.0,39406.48,26.99,Kenya
18431,Maize,1994,20000,2875.0,39406.48,27.0,Kenya
18435,Maize,1995,18696,2875.0,39406.48,27.05,Kenya
18439,Maize,1996,18000,2875.0,39406.48,27.04,Kenya
18443,Maize,1997,18462,2875.0,39406.48,27.29,Kenya
18447,Maize,1998,18519,2875.0,39406.48,27.89,Kenya
18451,Maize,1999,21111,2875.0,39406.48,26.95,Kenya
18455,Maize,2000,24074,2875.0,39406.48,27.14,Kenya
18459,Maize,2001,30455,2875.0,39406.48,27.24,Kenya
18463,Maize,2002,30435,2875.0,39406.48,27.57,Kenya
18467,Maize,2004,30000,2875.0,39406.48,27.35,Kenya
18471,Maize,2005,30000,2875.0,39406.48,27.59,Kenya
18475,Maize,2006,32000,2875.0,39406.48,27.29,Kenya
18479,Maize,2007,48554,2875.0,46868.35,27.23,Kenya
18483,Maize,2008,52192,2875.0,54821.91,27.12,Kenya
18487,Maize,2009,50719,2875.0,52464.19,27.47,Kenya
18491,Maize,2010,55351,2875.0,60194.83,27.69,Kenya
18495,Maize,2011,61320,2875.0,41562.16,27.27,Kenya
18499,Maize,2012,89681,2875.0,49810.48,27.36,Kenya
18503,Maize,2013,88991,2875.0,61445.6,27.8,Kenya
18507,Maize,1990,11566,282.0,95.7,27.61,Kenya
18516,Maize,1991,13824,282.0,54.63,27.58,Kenya
18525,Maize,1992,10050,282.0,35.42,27.2,Kenya
18534,Maize,1993,11029,282.0,33.19,27.55,Kenya
18543,Maize,1994,11347,282.0,30.96,27.05,Kenya
18552,Maize,1995,12843,282.0,28.73,27.25,Kenya
18561,Maize,1996,15845,282.0,26.51,27.64,Kenya
18570,Maize,1997,16930,282.0,24.28,27.38,Kenya
18579,Maize,1998,16416,282.0,22.05,28.08,Kenya
18588,Maize,1999,14541,282.0,19.82,27.26,Kenya
18597,Maize,2000,13322,282.0,17.59,27.51,Kenya
18606,Maize,2001,11585,282.0,15.36,27.79,Kenya
18615,Maize,2002,11478,282.0,13.13,28.18,Kenya
18624,Maize,2004,18210,282.0,8.67,28.07,Kenya
18633,Maize,2005,14933,282.0,14.84,28.13,Kenya
18642,Maize,2006,17134,282.0,11.87,27.62,Kenya
18651,Maize,2007,16831,282.0,7.72,27.94,Kenya
18660,Maize,2008,19732,282.0,9.99,27.62,Kenya
18669,Maize,2009,33349,282.0,4.12,27.89,Kenya
18678,Maize,2010,26886,282.0,3.84,28.18,Kenya
18687,Maize,2011,14037,282.0,3.25,27.79,Kenya
18696,Maize,2012,24427,282.0,1.52,27.39,Kenya
18705,Maize,2013,25927,282.0,1.52,28.53,Kenya
18713,Maize,1990,6789,92.0,39.09,27.67,Kenya
18720,Maize,1991,5966,92.0,39.09,27.38,Kenya
18727,Maize,1992,7684,92.0,39.09,27.52,Kenya
18734,Maize,1993,12291,92.0,39.09,27.37,Kenya
18741,Maize,1994,4987,92.0,39.09,27.24,Kenya
18748,Maize,1995,7996,92.0,39.09,27.7,Kenya
18755,Maize,1996,5871,92.0,39.09,27.93,Kenya
18762,Maize,1997,8627,92.0,39.09,28.28,Kenya
18769,Maize,1998,8387,92.0,39.09,28.52,Kenya
18776,Maize,1999,7618,92.0,39.09,27.23,Kenya
18783,Maize,2000,9054,92.0,39.09,27.66,Kenya
18790,Maize,2001,10016,92.0,39.09,28.28,Kenya
18797,Maize,2002,5644,92.0,3.2,27.84,Kenya
18804,Maize,2004,11513,92.0,702.5,27.81,Kenya
18811,Maize,2005,8156,92.0,1.1,28.14,Kenya
18818,Maize,2006,4975,92.0,1.7,27.82,Kenya
18825,Maize,2007,7116,92.0,9.8,27.88,Kenya
18832,Maize,2008,7059,92.0,17.22,28.14,Kenya
18839,Maize,2009,5542,92.0,4.29,27.57,Kenya
18846,Maize,2010,8592,92.0,67.59,28.7,Kenya
18853,Maize,2011,6611,92.0,13.35,27.87,Kenya
18860,Maize,2012,6904,92.0,26.41,27.77,Kenya
18867,Maize,2013,4731,92.0,26.41,28.24,Kenya
18875,Maize,1990,41790,2041.0,889.0,23.84,Kenya
18880,Maize,1991,37193,2041.0,788.43,24.14,Kenya
18885,Maize,1992,44333,2041.0,687.86,23.81,Kenya
18890,Maize,1993,42430,2041.0,587.29,23.91,Kenya
18894,Maize,1994,37288,2041.0,486.72,24.17,Kenya
18898,Maize,1995,38533,2041.0,493.82,24.02,Kenya
18902,Maize,1996,48667,2041.0,517.61,23.89,Kenya
18906,Maize,1997,50435,2041.0,544.55,24.1,Kenya
18910,Maize,1998,51800,2041.0,536.45,24.41,Kenya
18914,Maize,1999,49024,2041.0,501.85,24.11,Kenya
18918,Maize,2000,89000,2041.0,535.66,24.0,Kenya
18922,Maize,2001,72037,2041.0,603.16,24.49,Kenya
18926,Maize,2002,77632,2041.0,606.85,24.4,Kenya
18930,Maize,2004,64737,2041.0,697.91,24.25,Kenya
18934,Maize,2005,75397,2041.0,698.23,24.16,Kenya
18938,Maize,2006,77931,2041.0,623.96,24.32,Kenya
18942,Maize,2007,94537,2041.0,644.12,24.28,Kenya
18946,Maize,2008,75410,2041.0,781.32,24.19,Kenya
18951,Maize,2009,80000,2041.0,749.41,24.58,Kenya
18956,Maize,2010,68333,2041.0,731.46,24.67,Kenya
18961,Maize,2011,74419,2041.0,685.98,24.52,Kenya
18966,Maize,2012,71207,2041.0,636.91,24.37,Kenya
18971,Maize,2013,67957,2041.0,671.77,24.31,Kenya
18983,Maize,1990,19942,758.0,34468.93,16.0,Kenya
18984,Maize,1990,19942,758.0,34468.93,21.46,Kenya
18985,Maize,1990,19942,758.0,34468.93,24.79,Kenya
18986,Maize,1990,19942,758.0,34468.93,19.63,Kenya
18987,Maize,1990,19942,758.0,34468.93,22.63,Kenya
18988,Maize,1990,19942,758.0,34468.93,19.27,Kenya
18989,Maize,1990,19942,758.0,34468.93,16.69,Kenya
18990,Maize,1990,19942,758.0,34468.93,21.46,Kenya
19047,Maize,1991,20515,758.0,34468.93,16.42,Kenya
19048,Maize,1991,20515,758.0,34468.93,21.2,Kenya
19049,Maize,1991,20515,758.0,34468.93,24.46,Kenya
19050,Maize,1991,20515,758.0,34468.93,19.36,Kenya
19051,Maize,1991,20515,758.0,34468.93,22.5,Kenya
19052,Maize,1991,20515,758.0,34468.93,19.69,Kenya
19053,Maize,1991,20515,758.0,34468.93,16.13,Kenya
19054,Maize,1991,20515,758.0,34468.93,21.2,Kenya
19111,Maize,1992,23450,758.0,34468.93,15.71,Kenya
19112,Maize,1992,23450,758.0,34468.93,21.0,Kenya
19113,Maize,1992,23450,758.0,34468.93,24.87,Kenya
19114,Maize,1992,23450,758.0,34468.93,19.97,Kenya
19115,Maize,1992,23450,758.0,34468.93,21.92,Kenya
19116,Maize,1992,23450,758.0,34468.93,19.14,Kenya
19117,Maize,1992,23450,758.0,34468.93,17.33,Kenya
19118,Maize,1992,23450,758.0,34468.93,21.0,Kenya
19175,Maize,1993,24401,758.0,34468.93,16.23,Kenya
19176,Maize,1993,24401,758.0,34468.93,21.04,Kenya
19177,Maize,1993,24401,758.0,34468.93,24.75,Kenya
19178,Maize,1993,24401,758.0,34468.93,19.73,Kenya
19179,Maize,1993,24401,758.0,34468.93,22.11,Kenya
19180,Maize,1993,24401,758.0,34468.93,19.56,Kenya
19181,Maize,1993,24401,758.0,34468.93,16.86,Kenya
19182,Maize,1993,24401,758.0,34468.93,21.04,Kenya
19239,Maize,1994,22255,758.0,34468.93,16.42,Kenya
19240,Maize,1994,22255,758.0,34468.93,21.46,Kenya
19241,Maize,1994,22255,758.0,34468.93,25.05,Kenya
19242,Maize,1994,22255,758.0,34468.93,19.73,Kenya
19243,Maize,1994,22255,758.0,34468.93,22.83,Kenya
19244,Maize,1994,22255,758.0,34468.93,19.79,Kenya
19245,Maize,1994,22255,758.0,34468.93,16.45,Kenya
19246,Maize,1994,22255,758.0,34468.93,21.46,Kenya
19303,Maize,1995,22883,758.0,34468.93,16.68,Kenya
19304,Maize,1995,22883,758.0,34468.93,21.5,Kenya
19305,Maize,1995,22883,758.0,34468.93,25.01,Kenya
19306,Maize,1995,22883,758.0,34468.93,20.39,Kenya
19307,Maize,1995,22883,758.0,34468.93,22.79,Kenya
19308,Maize,1995,22883,758.0,34468.93,19.87,Kenya
19309,Maize,1995,22883,758.0,34468.93,16.85,Kenya
19310,Maize,1995,22883,758.0,34468.93,21.5,Kenya
19367,Maize,1996,22387,758.0,34468.93,16.08,Kenya
19368,Maize,1996,22387,758.0,34468.93,21.08,Kenya
19369,Maize,1996,22387,758.0,34468.93,25.06,Kenya
19370,Maize,1996,22387,758.0,34468.93,20.79,Kenya
19371,Maize,1996,22387,758.0,34468.93,22.91,Kenya
19372,Maize,1996,22387,758.0,34468.93,19.27,Kenya
19373,Maize,1996,22387,758.0,34468.93,17.2,Kenya
19374,Maize,1996,22387,758.0,34468.93,21.08,Kenya
19431,Maize,1997,23840,758.0,34468.93,16.25,Kenya
19432,Maize,1997,23840,758.0,34468.93,20.99,Kenya
19433,Maize,1997,23840,758.0,34468.93,25.21,Kenya
19434,Maize,1997,23840,758.0,34468.93,20.35,Kenya
19435,Maize,1997,23840,758.0,34468.93,21.9,Kenya
19436,Maize,1997,23840,758.0,34468.93,19.65,Kenya
19437,Maize,1997,23840,758.0,34468.93,17.46,Kenya
19438,Maize,1997,23840,758.0,34468.93,20.99,Kenya
19495,Maize,1998,23429,758.0,34468.93,17.07,Kenya
19496,Maize,1998,23429,758.0,34468.93,21.38,Kenya
19497,Maize,1998,23429,758.0,34468.93,25.14,Kenya
19498,Maize,1998,23429,758.0,34468.93,19.08,Kenya
19499,Maize,1998,23429,758.0,34468.93,23.61,Kenya
19500,Maize,1998,23429,758.0,34468.93,20.31,Kenya
19501,Maize,1998,23429,758.0,34468.93,16.21,Kenya
19502,Maize,1998,23429,758.0,34468.93,21.38,Kenya
19559,Maize,1999,24720,758.0,34468.93,16.09,Kenya
19560,Maize,1999,24720,758.0,34468.93,20.86,Kenya
19561,Maize,1999,24720,758.0,34468.93,25.03,Kenya
19562,Maize,1999,24720,758.0,34468.93,19.74,Kenya
19563,Maize,1999,24720,758.0,34468.93,23.33,Kenya
19564,Maize,1999,24720,758.0,34468.93,19.27,Kenya
19565,Maize,1999,24720,758.0,34468.93,16.18,Kenya
19566,Maize,1999,24720,758.0,34468.93,20.86,Kenya
19623,Maize,2000,24620,758.0,34468.93,16.11,Kenya
19624,Maize,2000,24620,758.0,34468.93,21.12,Kenya
19625,Maize,2000,24620,758.0,34468.93,25.16,Kenya
19626,Maize,2000,24620,758.0,34468.93,20.19,Kenya
19627,Maize,2000,24620,758.0,34468.93,23.07,Kenya
19628,Maize,2000,24620,758.0,34468.93,19.29,Kenya
19629,Maize,2000,24620,758.0,34468.93,16.9,Kenya
19630,Maize,2000,24620,758.0,34468.93,21.12,Kenya
19687,Maize,2001,25777,758.0,31373.3,15.98,Kenya
19688,Maize,2001,25777,758.0,31373.3,21.23,Kenya
19689,Maize,2001,25777,758.0,31373.3,25.11,Kenya
19690,Maize,2001,25777,758.0,31373.3,20.15,Kenya
19691,Maize,2001,25777,758.0,31373.3,22.6,Kenya
19692,Maize,2001,25777,758.0,31373.3,19.32,Kenya
19693,Maize,2001,25777,758.0,31373.3,16.37,Kenya
19694,Maize,2001,25777,758.0,31373.3,21.23,Kenya
19751,Maize,2002,27105,758.0,16189.88,16.37,Kenya
19752,Maize,2002,27105,758.0,16189.88,21.5,Kenya
19753,Maize,2002,27105,758.0,16189.88,25.07,Kenya
19754,Maize,2002,27105,758.0,16189.88,19.93,Kenya
19755,Maize,2002,27105,758.0,16189.88,22.59,Kenya
19756,Maize,2002,27105,758.0,16189.88,19.62,Kenya
19757,Maize,2002,27105,758.0,16189.88,16.37,Kenya
19758,Maize,2002,27105,758.0,16189.88,21.5,Kenya
19815,Maize,2004,28188,758.0,26433.14,16.2,Kenya
19816,Maize,2004,28188,758.0,26433.14,21.24,Kenya
19817,Maize,2004,28188,758.0,26433.14,24.92,Kenya
19818,Maize,2004,28188,758.0,26433.14,19.91,Kenya
19819,Maize,2004,28188,758.0,26433.14,22.26,Kenya
19820,Maize,2004,28188,758.0,26433.14,19.56,Kenya
19821,Maize,2004,28188,758.0,26433.14,16.84,Kenya
19822,Maize,2004,28188,758.0,26433.14,21.24,Kenya
19879,Maize,2005,29276,758.0,51741.99,16.7,Kenya
19880,Maize,2005,29276,758.0,51741.99,21.42,Kenya
19881,Maize,2005,29276,758.0,51741.99,25.18,Kenya
19882,Maize,2005,29276,758.0,51741.99,20.09,Kenya
19883,Maize,2005,29276,758.0,51741.99,22.95,Kenya
19884,Maize,2005,29276,758.0,51741.99,19.82,Kenya
19885,Maize,2005,29276,758.0,51741.99,16.93,Kenya
19886,Maize,2005,29276,758.0,51741.99,21.42,Kenya
19943,Maize,2006,30012,758.0,50891.95,16.37,Kenya
19944,Maize,2006,30012,758.0,50891.95,21.5,Kenya
19945,Maize,2006,30012,758.0,50891.95,25.35,Kenya
19946,Maize,2006,30012,758.0,50891.95,20.3,Kenya
19947,Maize,2006,30012,758.0,50891.95,23.33,Kenya
19948,Maize,2006,30012,758.0,50891.95,19.53,Kenya
19949,Maize,2006,30012,758.0,50891.95,17.23,Kenya
19950,Maize,2006,30012,758.0,50891.95,21.5,Kenya
20007,Maize,2007,32063,758.0,64501.28,16.38,Kenya
20008,Maize,2007,32063,758.0,64501.28,21.35,Kenya
20009,Maize,2007,32063,758.0,64501.28,24.88,Kenya
20010,Maize,2007,32063,758.0,64501.28,20.17,Kenya
20011,Maize,2007,32063,758.0,64501.28,22.18,Kenya
20012,Maize,2007,32063,758.0,64501.28,19.7,Kenya
20013,Maize,2007,32063,758.0,64501.28,16.8,Kenya
20014,Maize,2007,32063,758.0,64501.28,21.35,Kenya
20071,Maize,2008,33071,758.0,61732.11,16.22,Kenya
20072,Maize,2008,33071,758.0,61732.11,21.02,Kenya
20073,Maize,2008,33071,758.0,61732.11,25.22,Kenya
20074,Maize,2008,33071,758.0,61732.11,20.41,Kenya
20075,Maize,2008,33071,758.0,61732.11,22.68,Kenya
20076,Maize,2008,33071,758.0,61732.11,19.45,Kenya
20077,Maize,2008,33071,758.0,61732.11,17.21,Kenya
20078,Maize,2008,33071,758.0,61732.11,21.02,Kenya
20135,Maize,2009,32368,758.0,61690.08,16.65,Kenya
20136,Maize,2009,32368,758.0,61690.08,21.76,Kenya
20137,Maize,2009,32368,758.0,61690.08,25.72,Kenya
20138,Maize,2009,32368,758.0,61690.08,20.32,Kenya
20139,Maize,2009,32368,758.0,61690.08,23.23,Kenya
20140,Maize,2009,32368,758.0,61690.08,19.81,Kenya
20141,Maize,2009,32368,758.0,61690.08,17.03,Kenya
20142,Maize,2009,32368,758.0,61690.08,21.76,Kenya
20199,Maize,2010,32599,758.0,63402.29,15.87,Kenya
20200,Maize,2010,32599,758.0,63402.29,20.9,Kenya
20201,Maize,2010,32599,758.0,63402.29,25.04,Kenya
20202,Maize,2010,32599,758.0,63402.29,19.62,Kenya
20203,Maize,2010,32599,758.0,63402.29,21.99,Kenya
20204,Maize,2010,32599,758.0,63402.29,19.38,Kenya
20205,Maize,2010,32599,758.0,63402.29,16.19,Kenya
20206,Maize,2010,32599,758.0,63402.29,20.9,Kenya
20263,Maize,2011,29058,758.0,65961.1,16.64,Kenya
20264,Maize,2011,29058,758.0,65961.1,21.55,Kenya
20265,Maize,2011,29058,758.0,65961.1,25.28,Kenya
20266,Maize,2011,29058,758.0,65961.1,19.52,Kenya
20267,Maize,2011,29058,758.0,65961.1,23.55,Kenya
20268,Maize,2011,29058,758.0,65961.1,19.83,Kenya
20269,Maize,2011,29058,758.0,65961.1,16.26,Kenya
20270,Maize,2011,29058,758.0,65961.1,21.55,Kenya
20327,Maize,2012,31874,758.0,64512.22,16.43,Kenya
20328,Maize,2012,31874,758.0,64512.22,21.52,Kenya
20329,Maize,2012,31874,758.0,64512.22,25.5,Kenya
20330,Maize,2012,31874,758.0,64512.22,20.61,Kenya
20331,Maize,2012,31874,758.0,64512.22,23.5,Kenya
20332,Maize,2012,31874,758.0,64512.22,19.71,Kenya
20333,Maize,2012,31874,758.0,64512.22,17.2,Kenya
20334,Maize,2012,31874,758.0,64512.22,21.52,Kenya
20391,Maize,2013,31941,758.0,59920.18,17.34,Kenya
20392,Maize,2013,31941,758.0,59920.18,22.19,Kenya
20393,Maize,2013,31941,758.0,59920.18,25.36,Kenya
20394,Maize,2013,31941,758.0,59920.18,21.86,Kenya
20395,Maize,2013,31941,758.0,59920.18,24.19,Kenya
20396,Maize,2013,31941,758.0,59920.18,20.45,Kenya
20397,Maize,2013,31941,758.0,59920.18,17.18,Kenya
20398,Maize,2013,31941,758.0,59920.18,22.19,Kenya
20447,Maize,2006,32588,241.0,0.55,10.56,Kenya
20450,Maize,2007,25000,241.0,0.55,11.59,Kenya
20453,Maize,2008,36000,241.0,0.55,11.62,Kenya
20456,Maize,2009,38009,241.0,0.55,11.46,Kenya
20459,Maize,2010,37950,241.0,66.0,11.25,Kenya
20462,Maize,2011,42007,241.0,75.0,11.25,Kenya
20465,Maize,2012,32007,241.0,71.0,11.53,Kenya
20468,Maize,2013,51775,241.0,82.0,12.87,Kenya
20471,Maize,1990,11598,346.0,9364.0,18.17,Kenya
20472,Maize,1990,11598,346.0,9364.0,18.29,Kenya
20485,Maize,1991,8700,346.0,9771.14,17.25,Kenya
20486,Maize,1991,8700,346.0,9771.14,17.47,Kenya
20499,Maize,1992,4753,346.0,10178.29,17.38,Kenya
20500,Maize,1992,4753,346.0,10178.29,17.56,Kenya
20513,Maize,1993,2065,346.0,10585.43,16.94,Kenya
20514,Maize,1993,2065,346.0,10585.43,17.11,Kenya
20527,Maize,1994,6261,346.0,10992.57,17.88,Kenya
20528,Maize,1994,6261,346.0,10992.57,17.98,Kenya
20541,Maize,1995,1303,346.0,11399.71,18.56,Kenya
20542,Maize,1995,1303,346.0,11399.71,18.72,Kenya
20555,Maize,1996,9274,346.0,11806.86,17.75,Kenya
20556,Maize,1996,9274,346.0,11806.86,17.97,Kenya
20569,Maize,1997,10984,346.0,12214.0,18.31,Kenya
20570,Maize,1997,10984,346.0,12214.0,18.65,Kenya
20583,Maize,1998,6468,346.0,12621.14,18.21,Kenya
20584,Maize,1998,6468,346.0,12621.14,18.24,Kenya
20597,Maize,1999,4120,346.0,13028.29,17.68,Kenya
20598,Maize,1999,4120,346.0,13028.29,17.88,Kenya
20611,Maize,2000,4000,346.0,13435.43,18.16,Kenya
20612,Maize,2000,4000,346.0,13435.43,18.14,Kenya
20625,Maize,2001,2107,346.0,13842.57,18.73,Kenya
20626,Maize,2001,2107,346.0,13842.57,18.56,Kenya
20639,Maize,2002,7494,346.0,14249.71,18.25,Kenya
20640,Maize,2002,7494,346.0,14249.71,18.19,Kenya
20653,Maize,2004,9152,346.0,15064.0,18.07,Kenya
20654,Maize,2004,9152,346.0,15064.0,18.21,Kenya
20667,Maize,2005,2036,346.0,13966.0,18.18,Kenya
20668,Maize,2005,2036,346.0,13966.0,18.15,Kenya
20681,Maize,2006,12198,346.0,13697.0,18.38,Kenya
20682,Maize,2006,12198,346.0,13697.0,18.51,Kenya
20695,Maize,2007,4155,346.0,13697.0,17.93,Kenya
20696,Maize,2007,4155,346.0,13697.0,17.99,Kenya
20709,Maize,2008,5515,346.0,13697.0,17.8,Kenya
20710,Maize,2008,5515,346.0,13697.0,17.96,Kenya
20723,Maize,2009,9151,346.0,13697.0,18.56,Kenya
20724,Maize,2009,9151,346.0,13697.0,18.73,Kenya
20737,Maize,2010,12132,346.0,13697.0,18.83,Kenya
20738,Maize,2010,12132,346.0,13697.0,18.87,Kenya
